with_pinyin_part.part_type:string,:SRC_VID(string),:DST_VID(string)
final,xing1,ing
initial,tan4,t
final,tan4,an
initial,chu4,ch
final,chu4,u
initial,shi2,sh
final,shi2,i
initial,jue2,j
final,jue2,ue
initial,mu4,m
final,mu4,u
initial,chu4,ch
final,chu4,u
initial,shou3,sh
final,shou3,ou
initial,ke3,k
final,ke3,e
initial,ji2,j
final,ji2,i
initial,chu4,ch
final,chu4,u
initial,shou3,sh
final,shou3,ou
initial,sheng1,sh
final,sheng1,eng
initial,chun1,ch
final,chun1,un
initial,chu4,ch
final,chu4,u
initial,wu4,w
final,wu4,u
initial,shang1,sh
final,shang1,ang
initial,qing2,q
final,qing2,ing
initial,chu4,ch
final,chu4,u
initial,wu4,w
final,wu4,u
initial,xing1,x
final,xing1,ing
initial,huai2,h
final,huai2,uai
initial,chu4,ch
final,chu4,u
initial,hun1,h
final,hun1,un
initial,qi3,q
final,qi3,i
initial,sheng4,sh
final,sheng4,eng
initial,chu4,ch
final,chu4,u
initial,she1,sh
final,she1,e
initial,chong2,ch
final,chong2,ong
initial,jian3,j
final,jian3,ian
initial,chu4,ch
final,chu4,u
initial,xie2,x
final,xie2,ie
initial,chong2,ch
final,chong2,ong
initial,zheng4,zh
final,zheng4,eng
initial,chu4,ch
final,chu4,u
initial,yi1,y
final,yi1,i
initial,suo1,s
final,suo1,uo
initial,shi2,sh
final,shi2,i
initial,chu4,ch
final,chu4,u
initial,you1,y
final,you1,ou
initial,zhi4,zh
final,zhi4,i
initial,ming2,m
final,ming2,ing
initial,chu4,ch
final,chu4,u
initial,zhi4,zh
final,zhi4,i
initial,you1,y
final,you1,ou
initial,ming2,m
final,ming2,ing
initial,chuai1,ch
final,chuai1,uai
initial,gu3,g
final,gu3,u
initial,ting1,t
final,ting1,ing
initial,sheng1,sh
final,sheng1,eng
initial,chuai3,ch
final,chuai3,uai
initial,he2,h
final,he2,e
initial,feng2,f
final,feng2,eng
initial,ying2,y
final,ying2,ing
initial,chuai1,ch
final,chuai1,uai
initial,jian1,j
final,jian1,ian
initial,ba3,b
final,ba3,a
initial,hua2,h
final,hua2,ua
initial,chuai3,ch
final,chuai3,uai
initial,shi2,sh
final,shi2,i
initial,duo2,d
final,duo2,uo
initial,li4,l
final,li4,i
initial,chuo4,ch
final,chuo4,uo
initial,shi2,sh
final,shi2,i
initial,tu3,t
final,tu3,u
initial,bu3,b
final,bu3,u
initial,chuo4,ch
final,chuo4,uo
initial,shu1,sh
final,shu1,u
initial,yin3,y
final,yin3,in
initial,shui3,sh
final,shui3,ui
initial,chuo4,ch
final,chuo4,uo
initial,ying1,y
final,ying1,ing
initial,ju3,j
final,ju3,u
initial,hua2,h
final,hua2,ua
initial,chuan1,ch
final,chuan1,uan
initial,liu2,l
final,liu2,iu
initial,bu4,b
final,bu4,u
initial,xi1,x
final,xi1,i
initial,chuan1,ch
final,chuan1,uan
initial,ting1,t
final,ting1,ing
initial,yue4,y
final,yue4,ue
initial,zhi4,zh
final,zhi4,i
initial,chuan1,ch
final,chuan1,uan
initial,yong1,y
final,yong1,ong
initial,bi4,b
final,bi4,i
initial,kui4,k
final,kui4,ui
initial,chuan1,ch
final,chuan1,uan
initial,ze2,z
final,ze2,e
initial,na4,n
final,na4,a
initial,wu1,w
final,wu1,u
initial,chuan1,ch
final,chuan1,uan
initial,bi4,b
final,bi4,i
initial,yin3,y
final,yin3,in
initial,guang1,g
final,guang1,uang
initial,chuan1,ch
final,chuan1,uan
initial,fang2,f
final,fang2,ang
initial,ru4,r
final,ru4,u
initial,hu4,h
final,hu4,u
initial,chuan1,ch
final,chuan1,uan
initial,hong2,h
final,hong2,ong
initial,zhuo2,zh
final,zhuo2,uo
initial,lv4,l
final,lv4,v
initial,chuan1,ch
final,chuan1,uan
initial,hua1,h
final,hua1,ua
initial,na4,n
final,na4,a
initial,jin3,j
final,jin3,in
initial,chuan1,ch
final,chuan1,uan
initial,jing3,j
final,jing3,ing
initial,de2,d
final,de2,e
initial,ren2,r
final,ren2,en
initial,chuan1,ch
final,chuan1,uan
initial,yu2,y
final,yu2,u
initial,zhi1,zh
final,zhi1,i
initial,dao4,d
final,dao4,ao
initial,chuan1,ch
final,chuan1,uan
initial,yun2,y
final,yun2,un
initial,lie4,l
final,lie4,ie
initial,shi2,sh
final,shi2,i
initial,chuan1,ch
final,chuan1,uan
initial,zao2,z
final,zao2,ao
initial,fu4,f
final,fu4,u
initial,hui4,h
final,hui4,ui
initial,chuan1,ch
final,chuan1,uan
initial,zhen1,zh
final,zhen1,en
initial,yin3,y
final,yin3,in
initial,xian4,x
final,xian4,ian
initial,chuan2,ch
final,chuan2,uan
initial,bei1,b
final,bei1,ei
initial,huan4,h
final,huan4,uan
initial,zhan3,zh
final,zhan3,an
initial,chuan2,ch
final,chuan2,uan
initial,bei1,b
final,bei1,ei
initial,nong4,n
final,nong4,ong
initial,zhan3,zh
final,zhan3,an
initial,chuan2,ch
final,chuan2,uan
initial,bing3,b
final,bing3,ing
initial,yi2,y
final,yi2,i
initial,jie4,j
final,jie4,ie
initial,chuan2,ch
final,chuan2,uan
initial,dao4,d
final,dao4,ao
initial,shou4,sh
final,shou4,ou
initial,ye4,y
final,ye4,e
initial,chuan2,ch
final,chuan2,uan
initial,feng1,f
final,feng1,eng
initial,you3,y
final,you3,ou
initial,huo3,h
final,huo3,uo
initial,chuan2,ch
final,chuan2,uan
initial,feng1,f
final,feng1,eng
initial,shan1,sh
final,shan1,an
initial,huo3,h
final,huo3,uo
initial,chuan2,ch
final,chuan2,uan
initial,gui1,g
final,gui1,ui
initial,xi2,x
final,xi2,i
initial,zu3,z
final,zu3,u
initial,chuan2,ch
final,chuan2,uan
initial,gui1,g
final,gui1,ui
initial,xi2,x
final,xi2,i
initial,zi3,z
final,zi3,i
initial,chuan2,ch
final,chuan2,uan
initial,jing1,j
final,jing1,ing
initial,song4,s
final,song4,ong
initial,bao3,b
final,bao3,ao
initial,chuan2,ch
final,chuan2,uan
initial,jue2,j
final,jue2,ue
initial,xi2,x
final,xi2,i
initial,zi3,z
final,zi3,i
initial,chuan2,ch
final,chuan2,uan
initial,shen2,sh
final,shen2,en
final,e1,e
initial,du3,d
final,du3,u
initial,chuan2,ch
final,chuan2,uan
initial,song4,s
final,song4,ong
initial,yi1,y
final,yi1,i
initial,shi2,sh
final,shi2,i
initial,chuan2,ch
final,chuan2,uan
initial,wei2,w
final,wei2,ei
initial,jia1,j
final,jia1,ia
initial,hua4,h
final,hua4,ua
initial,chuan2,ch
final,chuan2,uan
initial,wei2,w
final,wei2,ei
initial,mei3,m
final,mei3,ei
initial,tan2,t
final,tan2,an
initial,chuan2,ch
final,chuan2,uan
initial,wei2,w
final,wei2,ei
initial,xiao4,x
final,xiao4,iao
initial,bing3,b
final,bing3,ing
initial,chuan2,ch
final,chuan2,uan
initial,wei2,w
final,wei2,ei
initial,xiao4,x
final,xiao4,iao
initial,tan2,t
final,tan2,an
initial,chuan2,ch
final,chuan2,uan
initial,wen2,w
final,wen2,en
initial,yi4,y
final,yi4,i
initial,ci2,c
final,ci2,i
initial,chuan2,ch
final,chuan2,uan
initial,xi2,x
final,xi2,i
final,er2,er
initial,ding4,d
final,ding4,ing
initial,chuan2,ch
final,chuan2,uan
initial,zong1,z
final,zong1,ong
initial,jie1,j
final,jie1,ie
initial,dai4,d
final,dai4,ai
initial,chuan2,ch
final,chuan2,uan
initial,jian1,j
final,jian1,ian
initial,pao4,p
final,pao4,ao
initial,li4,l
final,li4,i
initial,chuan3,ch
final,chuan3,uan
final,e2,e
initial,bai3,b
final,bai3,ai
initial,chu1,ch
final,chu1,u
initial,chuan3,ch
final,chuan3,uan
initial,xi1,x
final,xi1,i
initial,wei4,w
final,wei4,ei
initial,ding4,d
final,ding4,ing
initial,chuan3,ch
final,chuan3,uan
initial,xi1,x
final,xi1,i
initial,zhi1,zh
final,zhi1,i
initial,jian1,j
final,jian1,ian
initial,chuan3,ch
final,chuan3,uan
initial,yue4,y
final,yue4,ue
initial,wu2,w
final,wu2,u
initial,niu2,n
final,niu2,iu
initial,chuan4,ch
final,chuan4,uan
initial,qin1,q
final,qin1,in
initial,fang3,f
final,fang3,ang
initial,you3,y
final,you3,ou
initial,chuan4,ch
final,chuan4,uan
initial,tong1,t
final,tong1,ong
initial,yi1,y
final,yi1,i
initial,qi4,q
final,qi4,i
initial,chuang1,ch
final,chuang1,uang
initial,yi2,y
final,yi2,i
initial,man3,m
final,man3,an
initial,mu4,m
final,mu4,u
initial,chuang1,ch
final,chuang1,uang
initial,jian1,j
final,jian1,ian
initial,guo4,g
final,guo4,uo
initial,ma3,m
final,ma3,a
initial,chuang1,ch
final,chuang1,uang
initial,ming2,m
final,ming2,ing
initial,ji1,j
final,ji1,i
initial,jing4,j
final,jing4,ing
initial,chuang2,ch
final,chuang2,uang
initial,shang4,sh
final,shang4,ang
final,an1,an
initial,chuang2,ch
final,chuang2,uang
initial,chuang2,ch
final,chuang2,uang
initial,shang4,sh
final,shang4,ang
initial,die2,d
final,die2,ie
initial,chuang2,ch
final,chuang2,uang
initial,chuang2,ch
final,chuang2,uang
initial,shang4,sh
final,shang4,ang
initial,die2,d
final,die2,ie
initial,chuang2,ch
final,chuang2,uang
initial,chuang2,ch
final,chuang2,uang
initial,shang4,sh
final,shang4,ang
initial,shi1,sh
final,shi1,i
initial,chuang2,ch
final,chuang2,uang
initial,chuang2,ch
final,chuang2,uang
initial,tou2,t
final,tou2,ou
initial,jin1,j
final,jin1,in
initial,jin4,j
final,jin4,in
initial,chuang2,ch
final,chuang2,uang
initial,xia4,x
final,xia4,ia
final,an1,an
initial,chuang2,ch
final,chuang2,uang
initial,chuang2,ch
final,chuang2,uang
initial,xia4,x
final,xia4,ia
initial,niu2,n
final,niu2,iu
initial,dou4,d
final,dou4,ou
initial,chuang2,ch
final,chuang2,uang
initial,zi3,z
final,zi3,i
initial,zhi1,zh
final,zhi1,i
initial,si1,s
final,si1,i
initial,chuang4,ch
final,chuang4,uang
initial,ju4,j
final,ju4,u
initial,tong4,t
final,tong4,ong
initial,reng2,r
final,reng2,eng
initial,chuang1,ch
final,chuang1,uang
initial,ju4,j
final,ju4,u
initial,tong4,t
final,tong4,ong
initial,shen1,sh
final,shen1,en
initial,chuang4,ch
final,chuang4,uang
initial,ju4,j
final,ju4,u
initial,tong4,t
final,tong4,ong
initial,reng2,r
final,reng2,eng
initial,chuang4,ch
final,chuang4,uang
initial,ju4,j
final,ju4,u
initial,tong4,t
final,tong4,ong
initial,shen1,sh
final,shen1,en
initial,chuang4,ch
final,chuang4,uang
initial,ju4,j
final,ju4,u
initial,tong4,t
final,tong4,ong
initial,shen1,sh
final,shen1,en
initial,chuang4,ch
final,chuang4,uang
initial,ye4,y
final,ye4,e
initial,chui2,ch
final,chui2,ui
initial,tong3,t
final,tong3,ong
initial,chuang4,ch
final,chuang4,uang
initial,ye4,y
final,ye4,e
initial,wei2,w
final,wei2,ei
initial,jian1,j
final,jian1,ian
initial,chuang4,ch
final,chuang4,uang
initial,yi4,y
final,yi4,i
initial,zao4,z
final,zao4,ao
initial,yan2,y
final,yan2,an
initial,chuang4,ch
final,chuang4,uang
initial,di4,d
final,di4,i
initial,hu1,h
final,hu1,u
initial,tian1,t
final,tian1,ian
initial,chuang4,ch
final,chuang4,uang
initial,ran2,r
final,ran2,an
initial,ti4,t
final,ti4,i
initial,xia4,x
final,xia4,ia
initial,chuang4,ch
final,chuang4,uang
initial,tian1,t
final,tian1,ian
initial,hu1,h
final,hu1,u
initial,di4,d
final,di4,i
initial,chui1,ch
final,chui1,ui
initial,chi2,ch
final,chi2,i
initial,qi3,q
final,qi3,i
initial,shi2,sh
final,shi2,i
initial,chui1,ch
final,chui1,ui
initial,chui1,ch
final,chui1,ui
initial,da3,d
final,da3,a
initial,da3,d
final,da3,a
initial,chui1,ch
final,chui1,ui
initial,chun2,ch
final,chun2,un
initial,chang4,ch
final,chang4,ang
initial,hou3,h
final,hou3,ou
initial,chui1,ch
final,chui1,ui
initial,da4,d
final,da4,a
initial,fa3,f
final,fa3,a
initial,luo2,l
final,luo2,uo
initial,chui1,ch
final,chui1,ui
initial,tan2,t
final,tan2,an
initial,de2,d
final,de2,e
initial,po4,p
final,po4,o
initial,chui1,ch
final,chui1,ui
initial,tan2,t
final,tan2,an
initial,ge1,g
final,ge1,e
initial,wu3,w
final,wu3,u
initial,chui1,ch
final,chui1,ui
initial,deng1,d
final,deng1,eng
initial,ba2,b
final,ba2,a
initial,la4,l
final,la4,a
initial,chui1,ch
final,chui1,ui
initial,gou4,g
final,gou4,ou
initial,suo3,s
final,suo3,uo
initial,ban1,b
final,ban1,an
initial,chui1,ch
final,chui1,ui
initial,hua1,h
final,hua1,ua
initial,jiao2,j
final,jiao2,iao
initial,rui3,r
final,rui3,ui
initial,chui1,ch
final,chui1,ui
initial,hui1,h
final,hui1,ui
initial,zhi1,zh
final,zhi1,i
initial,li4,l
final,li4,i
initial,chui1,ch
final,chui1,ui
initial,jiao3,j
final,jiao3,iao
initial,lian2,l
final,lian2,ian
initial,ying2,y
final,ying2,ing
initial,chui1,ch
final,chui1,ui
initial,kang1,k
final,kang1,ang
initial,jian4,j
final,jian4,ian
initial,mi3,m
final,mi3,i
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,li4,l
final,li4,i
initial,ren4,r
final,ren4,en
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,qiu2,q
final,qiu2,iu
initial,ci1,c
final,ci1,i
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,qiu2,q
final,qiu2,iu
initial,xia2,x
final,xia2,ia
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,shu4,sh
final,shu4,u
initial,jie2,j
final,jie2,ie
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,suo3,s
final,suo3,uo
initial,ban1,b
final,ban1,an
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,suo3,s
final,suo3,uo
initial,ci1,c
final,ci1,i
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,suo3,s
final,suo3,uo
initial,gou4,g
final,gou4,ou
initial,chui1,ch
final,chui1,ui
initial,mao2,m
final,mao2,ao
initial,xi3,x
final,xi3,i
initial,gou4,g
final,gou4,ou
initial,chui1,ch
final,chui1,ui
initial,niu2,n
final,niu2,iu
initial,pai1,p
final,pai1,ai
initial,ma3,m
final,ma3,a
initial,chui1,ch
final,chui1,ui
initial,qi4,q
final,qi4,i
initial,ru2,r
final,ru2,u
initial,lan2,l
final,lan2,an
initial,chui1,ch
final,chui1,ui
initial,qi4,q
final,qi4,i
initial,sheng4,sh
final,sheng4,eng
initial,lan2,l
final,lan2,an
initial,chui1,ch
final,chui1,ui
initial,wang3,w
final,wang3,ang
initial,yu4,y
final,yu4,u
initial,man3,m
final,man3,an
initial,chui1,ch
final,chui1,ui
initial,xiao1,x
final,xiao1,iao
initial,qi3,q
final,qi3,i
initial,shi2,sh
final,shi2,i
initial,chui1,ch
final,chui1,ui
initial,ye4,y
final,ye4,e
initial,jiao2,j
final,jiao2,iao
initial,rui3,r
final,rui3,ui
initial,chui1,ch
final,chui1,ui
initial,ying3,y
final,ying3,ing
initial,lou4,l
final,lou4,ou
initial,chen2,ch
final,chen2,en
initial,chui2,ch
final,chui2,ui
initial,zhu2,zh
final,zhu2,u
initial,dan4,d
final,dan4,an
initial,si1,s
final,si1,i
initial,chui1,ch
final,chui1,ui
initial,jin1,j
final,jin1,in
initial,zhuan4,zh
final,zhuan4,uan
initial,yu4,y
final,yu4,u
initial,chui1,ch
final,chui1,ui
initial,jiu4,j
final,jiu4,iu
initial,zhi1,zh
final,zhi1,i
initial,qi1,q
final,qi1,i
initial,chui1,ch
final,chui1,ui
initial,jiu4,j
final,jiu4,iu
initial,zhi1,zh
final,zhi1,i
initial,tong4,t
final,tong4,ong
initial,chui1,ch
final,chui1,ui
initial,liang2,l
final,liang2,iang
initial,kua4,k
final,kua4,ua
initial,wei4,w
final,wei4,ei
initial,chui1,ch
final,chui1,ui
initial,qiong2,q
final,qiong2,iong
initial,ruo4,r
final,ruo4,uo
initial,gui4,g
final,gui4,ui
initial,chui1,ch
final,chui1,ui
initial,sha1,sh
final,sha1,a
initial,cheng2,ch
final,cheng2,eng
initial,fan4,f
final,fan4,an
initial,chui1,ch
final,chui1,ui
initial,sha1,sh
final,sha1,a
initial,lou4,l
final,lou4,ou
initial,bing1,b
final,bing1,ing
initial,chui1,ch
final,chui1,ui
initial,sha1,sh
final,sha1,a
initial,zuo4,z
final,zuo4,uo
initial,fan4,f
final,fan4,an
initial,chui1,ch
final,chui1,ui
initial,sha1,sh
final,sha1,a
initial,zuo4,z
final,zuo4,uo
initial,mi2,m
final,mi2,i
initial,chui1,ch
final,chui1,ui
initial,sha1,sh
final,sha1,a
initial,zuo4,z
final,zuo4,uo
initial,fan4,f
final,fan4,an
initial,chui1,ch
final,chui1,ui
initial,xian1,x
final,xian1,ian
initial,lu4,l
final,lu4,u
initial,qing1,q
final,qing1,ing
initial,chui2,ch
final,chui2,ui
final,er3,er
initial,xia4,x
final,xia4,ia
initial,shou3,sh
final,shou3,ou
initial,chui2,ch
final,chui2,ui
final,er3,er
initial,hu3,h
final,hu3,u
initial,kou3,k
final,kou3,ou
initial,chui2,ch
final,chui2,ui
initial,fan4,f
final,fan4,an
initial,bai3,b
final,bai3,ai
initial,shi4,sh
final,shi4,i
initial,chui2,ch
final,chui2,ui
initial,gong3,g
final,gong3,ong
final,er2,er
initial,zhi4,zh
final,zhi4,i
initial,chui2,ch
final,chui2,ui
initial,lian2,l
final,lian2,ian
initial,ting1,t
final,ting1,ing
initial,jue2,j
final,jue2,ue
initial,chui2,ch
final,chui2,ui
initial,lian2,l
final,lian2,ian
initial,ting1,t
final,ting1,ing
initial,zheng4,zh
final,zheng4,eng
initial,chui2,ch
final,chui2,ui
initial,ming2,m
final,ming2,ing
initial,qing1,q
final,qing1,ing
initial,shi3,sh
final,shi3,i
initial,chui2,ch
final,chui2,ui
initial,ming2,m
final,ming2,ing
initial,zhu2,zh
final,zhu2,u
initial,bo2,b
final,bo2,o
initial,chui2,ch
final,chui2,ui
initial,mu4,m
final,mu4,u
initial,zhi1,zh
final,zhi1,i
initial,nian2,n
final,nian2,ian
initial,chui2,ch
final,chui2,ui
initial,shou3,sh
final,shou3,ou
final,er2,er
initial,de2,d
final,de2,e
initial,chui2,ch
final,chui2,ui
initial,shou3,sh
final,shou3,ou
initial,ke3,k
final,ke3,e
initial,de2,d
final,de2,e
initial,chui2,ch
final,chui2,ui
initial,shou3,sh
final,shou3,ou
initial,sang4,s
final,sang4,ang
initial,qi4,q
final,qi4,i
initial,chui2,ch
final,chui2,ui
initial,si3,s
final,si3,i
initial,zheng1,zh
final,zheng1,eng
initial,zha2,zh
final,zha2,a
initial,chui2,ch
final,chui2,ui
initial,tou2,t
final,tou2,ou
initial,sai1,s
final,sai1,ai
final,er3,er
initial,chui2,ch
final,chui2,ui
initial,tou2,t
final,tou2,ou
initial,sang4,s
final,sang4,ang
initial,qi4,q
final,qi4,i
initial,chui2,ch
final,chui2,ui
initial,tou2,t
final,tou2,ou
initial,sha1,sh
final,sha1,a
initial,yu3,y
final,yu3,u
initial,chui2,ch
final,chui2,ui
initial,tou2,t
final,tou2,ou
initial,ta1,t
final,ta1,a
initial,chi4,ch
final,chi4,i
initial,chui2,ch
final,chui2,ui
initial,tou2,t
final,tou2,ou
initial,da2,d
final,da2,a
initial,yi4,y
final,yi4,i
initial,chui2,ch
final,chui2,ui
initial,xian2,x
final,xian2,ian
initial,san1,s
final,san1,an
initial,chi3,ch
final,chi3,i
initial,chui2,ch
final,chui2,ui
initial,xian2,x
final,xian2,ian
initial,yu4,y
final,yu4,u
initial,di1,d
final,di1,i
initial,chui2,ch
final,chui2,ui
initial,chuang2,ch
final,chuang2,uang
initial,dao3,d
final,dao3,ao
initial,zhen3,zh
final,zhen3,en
initial,chui2,ch
final,chui2,ui
initial,chuang2,ch
final,chuang2,uang
initial,pai1,p
final,pai1,ai
initial,zhen3,zh
final,zhen3,en
initial,chui2,ch
final,chui2,ui
initial,gu3,g
final,gu3,u
initial,li4,l
final,li4,i
initial,sui3,s
final,sui3,ui
initial,chui2,ch
final,chui2,ui
initial,xiong1,x
final,xiong1,iong
initial,die1,d
final,die1,ie
initial,jiao3,j
final,jiao3,iao
initial,chui2,ch
final,chui2,ui
initial,xiong1,x
final,xiong1,iong
initial,die1,d
final,die1,ie
initial,zu2,z
final,zu2,u
initial,chui2,ch
final,chui2,ui
initial,xiong1,x
final,xiong1,iong
initial,dun4,d
final,dun4,un
initial,jiao3,j
final,jiao3,iao
initial,chui2,ch
final,chui2,ui
initial,xiong1,x
final,xiong1,iong
initial,dun4,d
final,dun4,un
initial,zu2,z
final,zu2,u
initial,chui2,ch
final,chui2,ui
initial,niu2,n
final,niu2,iu
initial,shai1,sh
final,shai1,ai
initial,jiu3,j
final,jiu3,iu
initial,chui2,ch
final,chui2,ui
initial,ren2,r
final,ren2,en
initial,ti2,t
final,ti2,i
initial,yi4,y
final,yi4,i
initial,chui2,ch
final,chui2,ui
initial,xiong1,x
final,xiong1,iong
initial,ta4,t
final,ta4,a
initial,di4,d
final,di4,i
initial,chun1,ch
final,chun1,un
initial,bing1,b
final,bing1,ing
initial,hu3,h
final,hu3,u
initial,wei3,w
final,wei3,ei
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,de2,d
final,de2,e
initial,yi4,y
final,yi4,i
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,feng4,f
final,feng4,eng
initial,ren2,r
final,ren2,en
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,he2,h
final,he2,e
initial,qi4,q
final,qi4,i
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,hua4,h
final,hua4,ua
initial,yu3,y
final,yu3,u
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,man3,m
final,man3,an
initial,mian4,m
final,mian4,ian
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,xia4,x
final,xia4,ia
initial,yu3,y
final,yu3,u
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,ye3,y
final,ye3,e
initial,huo3,h
final,huo3,uo
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,yi1,y
final,yi1,i
initial,du4,d
final,du4,u
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,yi2,y
final,yi2,i
initial,shui3,sh
final,shui3,ui
initial,chun1,ch
final,chun1,un
initial,feng1,f
final,feng1,eng
initial,yu3,y
final,yu3,u
initial,lu4,l
final,lu4,u
initial,chun1,ch
final,chun1,un
initial,guang1,g
final,guang1,uang
initial,lou4,l
final,lou4,ou
initial,xie4,x
