:SRC_VID(string),:DST_VID(string),with_pinyin.position:int
会逢其适,hui4,0
会逢其适,feng2,1
会逢其适,qi2,2
会逢其适,shi4,3
会家不忙,hui4,0
会家不忙,jia1,1
会家不忙,bu4,2
会家不忙,mang2,3
会少离多,hui4,0
会少离多,shao3,1
会少离多,li2,2
会少离多,duo1,3
会者不忙,hui4,0
会者不忙,zhe3,1
会者不忙,bu4,2
会者不忙,mang2,3
讳兵畏刑,hui4,0
讳兵畏刑,bing1,1
讳兵畏刑,wei4,2
讳兵畏刑,xing2,3
讳恶不悛,hui4,0
讳恶不悛,e4,1
讳恶不悛,bu4,2
讳恶不悛,quan1,3
讳疾忌医,hui4,0
讳疾忌医,ji2,1
讳疾忌医,ji4,2
讳疾忌医,yi1,3
讳莫高深,hui4,0
讳莫高深,mo4,1
讳莫高深,gao1,2
讳莫高深,shen1,3
讳莫如深,hui4,0
讳莫如深,mo4,1
讳莫如深,ru2,2
讳莫如深,shen1,3
讳树数马,hui4,0
讳树数马,shu4,1
讳树数马,shu4,2
讳树数马,ma3,3
绘声绘色,hui4,0
绘声绘色,sheng1,1
绘声绘色,hui4,2
绘声绘色,se4,3
绘声绘影,hui4,0
绘声绘影,sheng1,1
绘声绘影,hui4,2
绘声绘影,ying3,3
绘影绘声,hui4,0
绘影绘声,ying3,1
绘影绘声,hui4,2
绘影绘声,sheng1,3
荟萃一堂,hui4,0
荟萃一堂,cui4,1
荟萃一堂,yi1,2
荟萃一堂,tang2,3
诲盗诲淫,hui4,0
诲盗诲淫,dao4,1
诲盗诲淫,hui4,2
诲盗诲淫,yin2,3
诲奸导淫,hui4,0
诲奸导淫,jian1,1
诲奸导淫,dao3,2
诲奸导淫,yin2,3
诲人不倦,hui4,0
诲人不倦,ren2,1
诲人不倦,bu4,2
诲人不倦,juan4,3
诲人不惓,hui4,0
诲人不惓,ren2,1
诲人不惓,bu4,2
诲人不惓,tie3,3
诲淫诲盗,hui4,0
诲淫诲盗,yin2,1
诲淫诲盗,hui4,2
诲淫诲盗,dao4,3
贿货公行,hui4,0
贿货公行,huo4,1
贿货公行,gong1,2
贿货公行,xing2,3
贿赂并行,hui4,0
贿赂并行,lu4,1
贿赂并行,bing4,2
贿赂并行,xing2,3
贿赂公行,hui4,0
贿赂公行,lu4,1
贿赂公行,gong1,2
贿赂公行,xing2,3
彗泛画涂,hui4,0
彗泛画涂,fan4,1
彗泛画涂,hua4,2
彗泛画涂,tu2,3
彗汜画涂,hui4,0
彗汜画涂,si4,1
彗汜画涂,hua4,2
彗汜画涂,tu2,3
晦迹韬光,hui4,0
晦迹韬光,ji4,1
晦迹韬光,tao1,2
晦迹韬光,guang1,3
晦盲否塞,hui4,0
晦盲否塞,mang2,1
晦盲否塞,pi3,2
晦盲否塞,se4,3
秽德垢行,hui4,0
秽德垢行,de2,1
秽德垢行,gou4,2
秽德垢行,xing2,3
秽言污语,hui4,0
秽言污语,yan2,1
秽言污语,wu1,2
秽言污语,yu3,3
喙长三尺,hui4,0
喙长三尺,chang2,1
喙长三尺,san1,2
喙长三尺,chi3,3
惠而不费,hui4,0
惠而不费,er2,1
惠而不费,bu4,2
惠而不费,fei4,3
惠风和畅,hui4,0
惠风和畅,feng1,1
惠风和畅,he2,2
惠风和畅,chang4,3
惠然肯来,hui4,0
惠然肯来,ran2,1
惠然肯来,ken3,2
惠然肯来,lai2,3
惠然之顾,hui4,0
惠然之顾,ran2,1
惠然之顾,zhi1,2
惠然之顾,gu4,3
惠子知我,hui4,0
惠子知我,zi3,1
惠子知我,zhi1,2
惠子知我,wo3,3
毁不灭性,hui3,0
毁不灭性,bu4,1
毁不灭性,mie4,2
毁不灭性,xing4,3
毁不危身,hui3,0
毁不危身,bu4,1
毁不危身,wei1,2
毁不危身,shen1,3
毁车杀马,hui3,0
毁车杀马,che1,1
毁车杀马,sha1,2
毁车杀马,ma3,3
毁方投圆,hui3,0
毁方投圆,fang1,1
毁方投圆,tou2,2
毁方投圆,yuan2,3
毁方瓦合,hui3,0
毁方瓦合,fang1,1
毁方瓦合,wa3,2
毁方瓦合,he2,3
毁风败俗,hui3,0
毁风败俗,feng1,1
毁风败俗,bai4,2
毁风败俗,su2,3
毁冠裂裳,hui3,0
毁冠裂裳,guan1,1
毁冠裂裳,lie4,2
毁冠裂裳,chang2,3
毁家纾国,hui3,0
毁家纾国,jia1,1
毁家纾国,shu1,2
毁家纾国,guo2,3
毁家纾难,hui3,0
毁家纾难,jia1,1
毁家纾难,shu1,2
毁家纾难,nan4,3
毁瓦画墁,hui3,0
毁瓦画墁,wa3,1
毁瓦画墁,hua4,2
毁瓦画墁,man4,3
毁形灭性,hui3,0
毁形灭性,xing2,1
毁形灭性,mie4,2
毁形灭性,xing4,3
毁于一旦,hui3,0
毁于一旦,yu2,1
毁于一旦,yi1,2
毁于一旦,dan4,3
毁誉不一,hui3,0
毁誉不一,yu4,1
毁誉不一,bu4,2
毁誉不一,yi1,3
毁誉参半,hui3,0
毁誉参半,yu4,1
毁誉参半,can1,2
毁誉参半,ban4,3
毁钟为铎,hui3,0
毁钟为铎,zhong1,1
毁钟为铎,wei2,2
毁钟为铎,duo2,3
毁舟为杕,hui3,0
毁舟为杕,zhou1,1
毁舟为杕,wei2,2
毁舟为杕,duo4,3
毁宗夷族,hui3,0
毁宗夷族,zong1,1
毁宗夷族,yi2,2
毁宗夷族,zu2,3
慧心妙舌,hui4,0
慧心妙舌,xin1,1
慧心妙舌,miao4,2
慧心妙舌,she2,3
慧心巧思,hui4,0
慧心巧思,xin1,1
慧心巧思,qiao3,2
慧心巧思,si1,3
慧业才人,hui4,0
慧业才人,ye4,1
慧业才人,cai2,2
慧业才人,ren2,3
慧业文人,hui4,0
慧业文人,ye4,1
慧业文人,wen2,2
慧业文人,ren2,3
蕙心兰质,hui4,0
蕙心兰质,xin1,1
蕙心兰质,lan2,2
蕙心兰质,zhi4,3
蕙心纨质,hui4,0
蕙心纨质,xin1,1
蕙心纨质,wan2,2
蕙心纨质,zhi4,3
昏定晨省,hun1,0
昏定晨省,ding4,1
昏定晨省,chen2,2
昏定晨省,xing3,3
昏昏沉沉,hun1,0
昏昏沉沉,hun1,1
昏昏沉沉,chen2,2
昏昏沉沉,chen2,3
昏昏噩噩,hun1,0
昏昏噩噩,hun1,1
昏昏噩噩,e4,2
昏昏噩噩,e4,3
昏昏浩浩,hun1,0
昏昏浩浩,hun1,1
昏昏浩浩,hao4,2
昏昏浩浩,hao4,3
昏昏默默,hun1,0
昏昏默默,hun1,1
昏昏默默,mo4,2
昏昏默默,mo4,3
昏昏欲睡,hun1,0
昏昏欲睡,hun1,1
昏昏欲睡,yu4,2
昏昏欲睡,shui4,3
昏镜重明,hun1,0
昏镜重明,jing4,1
昏镜重明,chong2,2
昏镜重明,ming2,3
昏镜重磨,hun1,0
昏镜重磨,jing4,1
昏镜重磨,chong2,2
昏镜重磨,mo2,3
昏聩无能,hun1,0
昏聩无能,kui4,1
昏聩无能,wu2,2
昏聩无能,neng2,3
昏迷不省,hun1,0
昏迷不省,mi2,1
昏迷不省,bu4,2
昏迷不省,xing3,3
昏迷不醒,hun1,0
昏迷不醒,mi2,1
昏迷不醒,bu4,2
昏迷不醒,xing3,3
昏天暗地,hun1,0
昏天暗地,tian1,1
昏天暗地,an4,2
昏天暗地,di4,3
昏天黑地,hun1,0
昏天黑地,tian1,1
昏天黑地,hei1,2
昏天黑地,di4,3
昏头搭脑,hun1,0
昏头搭脑,tou2,1
昏头搭脑,da1,2
昏头搭脑,nao3,3
昏头打脑,hun1,0
昏头打脑,tou2,1
昏头打脑,da3,2
昏头打脑,nao3,3
昏头昏脑,hun1,0
昏头昏脑,tou2,1
昏头昏脑,hun1,2
昏头昏脑,nao3,3
昏头晕脑,hun1,0
昏头晕脑,tou2,1
昏头晕脑,yun1,2
昏头晕脑,nao3,3
昏头转向,hun1,0
昏头转向,tou2,1
昏头转向,zhuan3,2
昏头转向,xiang4,3
昏庸无道,hun1,0
昏庸无道,yong1,1
昏庸无道,wu2,2
昏庸无道,dao4,3
浑浑沉沉,hun2,0
浑浑沉沉,hun2,1
浑浑沉沉,shen3,2
浑浑沉沉,chen2,3
浑浑沌沌,hun2,0
浑浑沌沌,hun2,1
浑浑沌沌,dun4,2
浑浑沌沌,dun4,3
浑浑噩噩,hun2,0
浑浑噩噩,hun2,1
浑浑噩噩,e4,2
浑浑噩噩,e4,3
浑金白玉,hun2,0
浑金白玉,jin1,1
浑金白玉,bai2,2
浑金白玉,yu4,3
浑金璞玉,hun2,0
浑金璞玉,jin1,1
浑金璞玉,pu2,2
浑金璞玉,yu4,3
浑沦吞枣,hun2,0
浑沦吞枣,lun2,1
浑沦吞枣,tun1,2
浑沦吞枣,zao3,3
浑然天成,hun2,0
浑然天成,ran2,1
浑然天成,tian1,2
浑然天成,cheng2,3
浑然无知,hun2,0
浑然无知,ran2,1
浑然无知,wu2,2
浑然无知,zhi1,3
浑然一体,hun2,0
浑然一体,ran2,1
浑然一体,yi1,2
浑然一体,ti3,3
浑然自成,hun2,0
浑然自成,ran2,1
浑然自成,zi4,2
浑然自成,cheng2,3
浑身解数,hun2,0
浑身解数,shen1,1
浑身解数,xie4,2
浑身解数,shu4,3
浑身是胆,hun2,0
浑身是胆,shen1,1
浑身是胆,shi4,2
浑身是胆,dan3,3
浑水摸鱼,hun2,0
浑水摸鱼,shui3,1
浑水摸鱼,mo1,2
浑水摸鱼,yu2,3
浑俗和光,hun2,0
浑俗和光,su2,1
浑俗和光,he2,2
浑俗和光,guang1,3
魂不负体,hun2,0
魂不负体,bu4,1
魂不负体,fu4,2
魂不负体,ti3,3
魂不附体,hun2,0
魂不附体,bu4,1
魂不附体,fu4,2
魂不附体,ti3,3
魂不赴体,hun2,0
魂不赴体,bu4,1
魂不赴体,fu4,2
魂不赴体,ti3,3
魂不守舍,hun2,0
魂不守舍,bu4,1
魂不守舍,shou3,2
魂不守舍,she4,3
魂不守宅,hun2,0
魂不守宅,bu4,1
魂不守宅,shou3,2
魂不守宅,zhai2,3
魂不著体,hun2,0
魂不著体,bu4,1
魂不著体,zhuo2,2
魂不著体,ti3,3
魂不着体,hun2,0
魂不着体,bu4,1
魂不着体,zhuo2,2
魂不着体,ti3,3
魂惭色褫,hun2,0
魂惭色褫,can2,1
魂惭色褫,se4,2
魂惭色褫,chi3,3
魂驰梦想,hun2,0
魂驰梦想,chi2,1
魂驰梦想,meng4,2
魂驰梦想,xiang3,3
魂颠梦倒,hun2,0
魂颠梦倒,dian1,1
魂颠梦倒,meng4,2
魂颠梦倒,dao3,3
魂飞胆颤,hun2,0
魂飞胆颤,fei1,1
魂飞胆颤,dan3,2
魂飞胆颤,chan4,3
魂飞胆裂,hun2,0
魂飞胆裂,fei1,1
魂飞胆裂,dan3,2
魂飞胆裂,lie4,3
魂飞胆落,hun2,0
魂飞胆落,fei1,1
魂飞胆落,dan3,2
魂飞胆落,luo4,3
魂飞胆破,hun2,0
魂飞胆破,fei1,1
魂飞胆破,dan3,2
魂飞胆破,po4,3
魂飞胆丧,hun2,0
魂飞胆丧,fei1,1
魂飞胆丧,dan3,2
魂飞胆丧,sang4,3
魂飞胆战,hun2,0
魂飞胆战,fei1,1
魂飞胆战,dan3,2
魂飞胆战,zhan4,3
魂飞目断,hun2,0
魂飞目断,fei1,1
魂飞目断,mu4,2
魂飞目断,duan4,3
魂飞魄荡,hun2,0
魂飞魄荡,fei1,1
魂飞魄荡,po4,2
魂飞魄荡,dang4,3
魂飞魄散,hun2,0
魂飞魄散,fei1,1
魂飞魄散,po4,2
魂飞魄散,san4,3
魂飞魄丧,hun2,0
魂飞魄丧,fei1,1
魂飞魄丧,po4,2
魂飞魄丧,sang1,3
魂飞魄飏,hun2,0
魂飞魄飏,fei1,1
魂飞魄飏,po4,2
魂飞魄飏,shan1,3
魂飞魄越,hun2,0
魂飞魄越,fei1,1
魂飞魄越,po4,2
魂飞魄越,yue4,3
魂飞神丧,hun2,0
魂飞神丧,fei1,1
魂飞神丧,shen2,2
魂飞神丧,sang4,3
魂飞天外,hun2,0
魂飞天外,fei1,1
魂飞天外,tian1,2
魂飞天外,wai4,3
魂耗魄丧,hun2,0
魂耗魄丧,hao4,1
魂耗魄丧,po4,2
魂耗魄丧,sang4,3
魂惊胆颤,hun2,0
魂惊胆颤,jing1,1
魂惊胆颤,dan3,2
魂惊胆颤,chan4,3
魂惊胆落,hun2,0
魂惊胆落,jing1,1
魂惊胆落,dan3,2
魂惊胆落,luo4,3
魂惊魄落,hun2,0
魂惊魄落,jing1,1
魂惊魄落,po4,2
魂惊魄落,luo4,3
魂惊魄惕,hun2,0
魂惊魄惕,jing1,1
魂惊魄惕,po4,2
魂惊魄惕,ti4,3
魂劳梦断,hun2,0
魂劳梦断,lao2,1
魂劳梦断,meng4,2
魂劳梦断,duan4,3
魂飘魄散,hun2,0
魂飘魄散,piao1,1
魂飘魄散,po4,2
魂飘魄散,san4,3
魂飘神荡,hun2,0
魂飘神荡,piao1,1
魂飘神荡,shen2,2
魂飘神荡,dang4,3
魂牵梦萦,hun2,0
魂牵梦萦,qian1,1
魂牵梦萦,meng4,2
魂牵梦萦,ying2,3
魂丧神夺,hun2,0
魂丧神夺,sang4,1
魂丧神夺,shen2,2
魂丧神夺,duo2,3
魂慑色沮,hun2,0
魂慑色沮,she4,1
魂慑色沮,se4,2
魂慑色沮,ju3,3
魂慴色沮,hun2,0
魂慴色沮,she4,1
魂慴色沮,se4,2
魂慴色沮,ju3,3
魂亡胆落,hun2,0
魂亡胆落,wang2,1
魂亡胆落,dan3,2
魂亡胆落,luo4,3
魂亡魄失,hun2,0
魂亡魄失,wang2,1
魂亡魄失,po4,2
魂亡魄失,shi1,3
魂消胆丧,hun2,0
魂消胆丧,xiao1,1
魂消胆丧,dan3,2
魂消胆丧,sang4,3
魂消魄夺,hun2,0
魂消魄夺,xiao1,1
魂消魄夺,po4,2
魂消魄夺,duo2,3
魂消魄丧,hun2,0
魂消魄丧,xiao1,1
魂消魄丧,po4,2
魂消魄丧,sang4,3
魂销肠断,hun2,0
魂销肠断,xiao1,1
魂销肠断,chang2,2
魂销肠断,duan4,3
魂销目断,hun2,0
魂销目断,xiao1,1
魂销目断,mu4,2
魂销目断,duan4,3
魂摇魄乱,hun2,0
魂摇魄乱,yao2,1
魂摇魄乱,po4,2
魂摇魄乱,luan4,3
混沌不分,hun4,0
混沌不分,dun4,1
混沌不分,bu4,2
混沌不分,fen1,3
混混沌沌,hun4,0
混混沌沌,hun4,1
混混沌沌,dun4,2
混混沌沌,dun4,3
混混噩噩,hun2,0
混混噩噩,hun2,1
混混噩噩,e4,2
混混噩噩,e4,3
混混泇泇,hun4,0
混混泇泇,hun4,1
混混泇泇,cha1,2
混混泇泇,ke1,3
混然天成,hun4,0
混然天成,ran2,1
混然天成,tian1,2
混然天成,cheng2,3
混然一体,hun2,0
混然一体,ran2,1
混然一体,yi1,2
混然一体,ti3,3
混世魔王,hun4,0
混世魔王,shi4,1
混世魔王,mo2,2
混世魔王,wang2,3
混水捞鱼,hun4,0
混水捞鱼,shui3,1
混水捞鱼,lao1,2
混水捞鱼,yu2,3
混水摸鱼,hun4,0
混水摸鱼,shui3,1
混水摸鱼,mo1,2
混水摸鱼,yu2,3
混俗和光,hun4,0
混俗和光,su2,1
混俗和光,he2,2
混俗和光,guang1,3
混为一谈,hun4,0
混为一谈,wei2,1
混为一谈,yi1,2
混为一谈,tan2,3
混淆黑白,hun4,0
混淆黑白,xiao2,1
混淆黑白,hei1,2
混淆黑白,bai2,3
混淆视听,hun4,0
混淆视听,xiao2,1
混淆视听,shi4,2
混淆视听,ting1,3
混淆是非,hun4,0
混淆是非,xiao2,1
混淆是非,shi4,2
混淆是非,fei1,3
混应滥应,hun4,0
混应滥应,ying1,1
混应滥应,lan4,2
混应滥应,ying1,3
混作一谈,hun4,0
混作一谈,zuo4,1
混作一谈,yi1,2
混作一谈,tan2,3
豁达大度,huo4,0
豁达大度,da2,1
豁达大度,da4,2
豁达大度,du4,3
豁口截舌,huo1,0
豁口截舌,kou3,1
豁口截舌,jie2,2
豁口截舌,she2,3
豁然大悟,huo4,0
豁然大悟,ran2,1
豁然大悟,da4,2
豁然大悟,wu4,3
豁然顿悟,huo4,0
豁然顿悟,ran2,1
豁然顿悟,dun4,2
豁然顿悟,wu4,3
豁然贯通,huo4,0
豁然贯通,ran2,1
豁然贯通,guan4,2
豁然贯通,tong1,3
豁然开朗,huo4,0
豁然开朗,ran2,1
豁然开朗,kai1,2
豁然开朗,lang3,3
豁然开悟,huo4,0
豁然开悟,ran2,1
豁然开悟,kai1,2
豁然开悟,wu4,3
豁然确斯,huo4,0
豁然确斯,ran2,1
豁然确斯,que4,2
豁然确斯,si1,3
豁然省悟,huo4,0
豁然省悟,ran2,1
豁然省悟,xing3,2
豁然省悟,wu4,3
豁人耳目,huo4,0
豁人耳目,ren2,1
豁人耳目,er3,2
豁人耳目,mu4,3
活蹦活跳,huo2,0
活蹦活跳,beng4,1
活蹦活跳,huo2,2
活蹦活跳,tiao4,3
活蹦乱跳,huo2,0
活蹦乱跳,beng4,1
活蹦乱跳,luan4,2
活蹦乱跳,tiao4,3
活剥生吞,huo2,0
活剥生吞,bao1,1
活剥生吞,sheng1,2
活剥生吞,tun1,3
活灵活现,huo2,0
活灵活现,ling2,1
活灵活现,huo2,2
活灵活现,xian4,3
活龙活现,huo2,0
活龙活现,long2,1
活龙活现,huo2,2
活龙活现,xian4,3
活龙鲜健,huo2,0
活龙鲜健,long2,1
活龙鲜健,xian1,2
活龙鲜健,jian4,3
活神活现,huo2,0
活神活现,shen2,1
活神活现,huo2,2
活神活现,xian4,3
活天冤枉,huo2,0
活天冤枉,tian1,1
活天冤枉,yuan1,2
活天冤枉,wang3,3
活形活现,huo2,0
活形活现,xing2,1
活形活现,huo2,2
活形活现,xian4,3
活眼活现,huo2,0
活眼活现,yan3,1
活眼活现,huo2,2
活眼活现,xian4,3
活眼现报,huo2,0
活眼现报,yan3,1
活眼现报,xian4,2
活眼现报,bao4,3
火耕流种,huo3,0
火耕流种,geng1,1
火耕流种,liu2,2
火耕流种,zhong3,3
火耕水耨,huo3,0
火耕水耨,geng1,1
火耕水耨,shui3,2
火耕水耨,nou4,3
火耕水种,huo3,0
火耕水种,geng1,1
火耕水种,shui3,2
火耕水种,zhong4,3
火光烛天,huo3,0
火光烛天,guang1,1
火光烛天,zhu2,2
火光烛天,tian1,3
火海刀山,huo3,0
火海刀山,hai3,1
火海刀山,dao1,2
火海刀山,shan1,3
火急火燎,huo3,0
火急火燎,ji2,1
火急火燎,huo3,2
火急火燎,liao3,3
火尽灰冷,huo3,0
火尽灰冷,jin4,1
火尽灰冷,hui1,2
火尽灰冷,leng3,3
火尽薪传,huo3,0
火尽薪传,jin4,1
火尽薪传,xin1,2
火尽薪传,chuan2,3
火龙黼黻,huo3,0
火龙黼黻,long2,1
火龙黼黻,fu3,2
火龙黼黻,fu2,3
火冒三尺,huo3,0
火冒三尺,mao4,1
火冒三尺,san1,2
火冒三尺,chi3,3
火冒三丈,huo3,0
火冒三丈,mao4,1
火冒三丈,san1,2
火冒三丈,zhang4,3
火灭烟消,huo3,0
火灭烟消,mie4,1
火灭烟消,yan1,2
火灭烟消,xiao1,3
火耨刀耕,huo3,0
火耨刀耕,nou4,1
火耨刀耕,dao1,2
火耨刀耕,geng1,3
火妻灰子,huo3,0
火妻灰子,qi1,1
火妻灰子,hui1,2
火妻灰子,zi3,3
火然泉达,huo3,0
火然泉达,ran2,1
火然泉达,quan2,2
火然泉达,da2,3
火热水深,huo3,0
火热水深,re4,1
火热水深,shui3,2
火热水深,shen1,3
火伞高张,huo3,0
火伞高张,san3,1
火伞高张,gao1,2
火伞高张,zhang1,3
火山汤海,huo3,0
火山汤海,shan1,1
火山汤海,tang1,2
火山汤海,hai3,3
火上加油,huo3,0
火上加油,shang4,1
火上加油,jia1,2
火上加油,you2,3
火上浇油,huo3,0
火上浇油,shang4,1
火上浇油,jiao1,2
火上浇油,you2,3
火上弄冰,huo3,0
火上弄冰,shang4,1
火上弄冰,nong4,2
火上弄冰,bing1,3
火上添油,huo3,0
火上添油,shang4,1
火上添油,tian1,2
火上添油,you2,3
火烧火燎,huo3,0
火烧火燎,shao1,1
火烧火燎,huo3,2
火烧火燎,liao3,3
火烧眉毛,huo3,0
火烧眉毛,shao1,1
火烧眉毛,mei2,2
火烧眉毛,mao2,3
火树琪花,huo3,0
火树琪花,shu4,1
火树琪花,qi2,2
火树琪花,hua1,3
火树银花,huo3,0
火树银花,shu4,1
火树银花,yin2,2
火树银花,hua1,3
火眼金睛,huo3,0
火眼金睛,yan3,1
火眼金睛,jin1,2
火眼金睛,jing1,3
火中取栗,huo3,0
火中取栗,zhong1,1
火中取栗,qu3,2
火中取栗,li4,3
火烛小心,huo3,0
火烛小心,zhu2,1
火烛小心,xiao3,2
火烛小心,xin1,3
火烛银花,huo3,0
火烛银花,zhu2,1
火烛银花,yin2,2
火烛银花,hua1,3
货而不售,huo,0
货而不售,er,1
货而不售,bu,2
货而不售,shou,3
货贿公行,huo4,0
货贿公行,hui4,1
货贿公行,gong1,2
货贿公行,xing2,3
货赂大行,huo4,0
货赂大行,lu4,1
货赂大行,da4,2
货赂大行,xing2,3
货赂公行,huo4,0
货赂公行,lu4,1
货赂公行,gong1,2
货赂公行,xing2,3
货真价实,huo4,0
货真价实,zhen1,1
货真价实,jia4,2
货真价实,shi2,3
获隽公车,huo4,0
获隽公车,jun1,1
获隽公车,gong1,2
获隽公车,che1,3
获陇望蜀,huo4,0
获陇望蜀,long3,1
获陇望蜀,wang1,2
获陇望蜀,shu3,3
获兔烹狗,huo4,0
获兔烹狗,tu4,1
获兔烹狗,peng1,2
获兔烹狗,gou3,3
祸不单行,huo4,0
祸不单行,bu4,1
祸不单行,dan1,2
祸不单行,xing2,3
祸不旋踵,huo4,0
祸不旋踵,bu4,1
祸不旋踵,xuan2,2
祸不旋踵,zhong3,3
祸从口出,huo4,0
祸从口出,cong2,1
祸从口出,kou3,2
祸从口出,chu1,3
祸从口生,huo4,0
祸从口生,cong2,1
祸从口生,kou3,2
祸从口生,sheng1,3
祸从天降,huo4,0
祸从天降,cong2,1
祸从天降,tian1,2
祸从天降,jiang4,3
祸福同门,huo4,0
祸福同门,fu2,1
祸福同门,tong2,2
祸福同门,men2,3
祸福惟人,huo4,0
祸福惟人,fu2,1
祸福惟人,wei2,2
祸福惟人,ren2,3
祸福无常,huo4,0
祸福无常,fu2,1
祸福无常,wu2,2
祸福无常,chang2,3
祸福无门,huo4,0
祸福无门,fu2,1
祸福无门,wu2,2
祸福无门,men2,3
祸福相生,huo4,0
祸福相生,fu2,1
祸福相生,xiang1,2
祸福相生,sheng1,3
祸福相依,huo4,0
祸福相依,fu2,1
祸福相依,xiang1,2
祸福相依,yi1,3
祸福相倚,huo4,0
祸福相倚,fu2,1
祸福相倚,xiang1,2
祸福相倚,yi1,3
祸福倚伏,huo4,0
祸福倚伏,fu2,1
祸福倚伏,yi3,2
祸福倚伏,fu2,3
祸福由人,huo4,0
祸福由人,fu2,1
祸福由人,you2,2
祸福由人,ren2,3
祸福有命,huo4,0
祸福有命,fu2,1
祸福有命,you3,2
祸福有命,ming4,3
祸福之门,huo4,0
祸福之门,fu2,1
祸福之门,zhi1,2
祸福之门,men2,3
祸国殃民,huo4,0
祸国殃民,guo2,1
祸国殃民,yang1,2
祸国殃民,min2,3
祸及池鱼,huo4,0
祸及池鱼,ji2,1
祸及池鱼,shi,2
祸及池鱼,yu2,3
祸结兵连,huo4,0
祸结兵连,jie2,1
祸结兵连,bing1,2
祸结兵连,lian2,3
祸近池鱼,huo4,0
祸近池鱼,jin4,1
祸近池鱼,shi,2
祸近池鱼,yu2,3
祸绝福连,huo4,0
祸绝福连,jue2,1
祸绝福连,fu2,2
祸绝福连,lian2,3
祸乱滔天,huo4,0
祸乱滔天,luan4,1
祸乱滔天,tao1,2
祸乱滔天,tian1,3
祸迫眉睫,huo4,0
祸迫眉睫,po4,1
祸迫眉睫,mei2,2
祸迫眉睫,jie2,3
祸起萧墙,huo4,0
祸起萧墙,qi3,1
祸起萧墙,xiao1,2
祸起萧墙,qiang2,3
祸稔恶积,huo4,0
祸稔恶积,ren3,1
祸稔恶积,e4,2
祸稔恶积,ji1,3
祸生肘腋,huo4,0
祸生肘腋,sheng1,1
祸生肘腋,zhou3,2
祸生肘腋,ye4,3
祸首罪魁,huo4,0
祸首罪魁,shou3,1
祸首罪魁,zui4,2
祸首罪魁,kui2,3
祸为福先,huo4,0
祸为福先,wei2,1
祸为福先,fu2,2
祸为福先,xian1,3
祸盈恶稔,huo4,0
祸盈恶稔,ying2,1
祸盈恶稔,e4,2
祸盈恶稔,ren3,3
祸在旦夕,huo4,0
祸在旦夕,zai4,1
祸在旦夕,dan4,2
祸在旦夕,xi1,3
祸枣灾梨,huo4,0
祸枣灾梨,zao3,1
祸枣灾梨,zai1,2
祸枣灾梨,li2,3
祸中有福,huo4,0
祸中有福,zhong1,1
祸中有福,you3,2
祸中有福,fu2,3
惑世盗名,huo4,0
惑世盗名,shi4,1
惑世盗名,dao4,2
惑世盗名,ming2,3
惑世诬民,huo4,0
惑世诬民,shi4,1
惑世诬民,wu1,2
惑世诬民,min2,3
霍然而愈,huo4,0
霍然而愈,ran2,1
霍然而愈,er2,2
霍然而愈,yu4,3
蠖屈不伸,huo4,0
蠖屈不伸,qu1,1
蠖屈不伸,bu4,2
蠖屈不伸,shen1,3
蠖屈求伸,huo4,0
蠖屈求伸,qu1,1
蠖屈求伸,qiu2,2
蠖屈求伸,shen1,3
击鞭锤镫,ji1,0
击鞭锤镫,bian1,1
击鞭锤镫,chui2,2
击鞭锤镫,deng4,3
击钵催诗,ji1,0
击钵催诗,bo1,1
击钵催诗,cui1,2
击钵催诗,shi1,3
击搏挽裂,ji1,0
击搏挽裂,bo2,1
击搏挽裂,wan3,2
击搏挽裂,lie4,3
击电奔星,ji1,0
击电奔星,dian4,1
击电奔星,ben1,2
击电奔星,xing1,3
击毂摩肩,ji1,0
击毂摩肩,gu3,1
击毂摩肩,mo2,2
击毂摩肩,jian1,3
击鼓鸣金,ji1,0
击鼓鸣金,gu3,1
击鼓鸣金,ming2,2
击鼓鸣金,jin1,3
击楫中流,ji1,0
击楫中流,ji2,1
击楫中流,zhong1,2
击楫中流,liu2,3
击节称赏,ji1,0
击节称赏,jie2,1
击节称赏,cheng1,2
击节称赏,shang3,3
击节叹赏,ji1,0
击节叹赏,jie2,1
击节叹赏,tan4,2
击节叹赏,shang3,3
击排冒没,ji1,0
击排冒没,pai2,1
击排冒没,mao4,2
击排冒没,mo4,3
击其不意,ji1,0
击其不意,qi2,1
击其不意,bu4,2
击其不意,yi4,3
击壤鼓腹,ji1,0
击壤鼓腹,rang3,1
击壤鼓腹,gu3,2
击壤鼓腹,fu4,3
击石弹丝,ji1,0
击石弹丝,shi2,1
击石弹丝,tan2,2
击石弹丝,si1,3
击碎唾壶,ji1,0
击碎唾壶,sui4,1
击碎唾壶,tuo4,2
击碎唾壶,hu2,3
击玉敲金,ji1,0
击玉敲金,yu4,1
击玉敲金,qiao1,2
击玉敲金,jin1,3
击中要害,ji1,0
击中要害,zhong4,1
击中要害,yao4,2
击中要害,hai4,3
击钟陈鼎,ji1,0
击钟陈鼎,zhong1,1
击钟陈鼎,chen2,2
击钟陈鼎,ding3,3
击钟鼎食,ji1,0
击钟鼎食,zhong1,1
击钟鼎食,ding3,2
击钟鼎食,shi2,3
击筑悲歌,ji1,0
击筑悲歌,zhu4,1
击筑悲歌,bei1,2
击筑悲歌,ge1,3
饥饱劳役,ji1,0
饥饱劳役,bao3,1
